title,type,source,theme,date,body,link
Concern ramps up aid response in Ukraine as ‘stark’ winter looms,News and Press Release,Concern,"Food and Nutrition
Shelter and Non-Food Items",29 Nov 2022,"Concern Worldwide’s team in Ukraine is ramping up its efforts to support thousands of Ukrainians displaced internally by the conflict, amid warnings that the situation is becoming “more stark”., “The estimated 6.5 million internally displaced people who have been forced to flee their homes continues to grow - there is a steady influx of people into so-called safer areas,” according to Concern’s Head of Emergency Operations, Ros O’Sullivan, who has just returned from Ukraine., “With winter coming and the first snow now falling, the situation is becoming more stark,” he said. “Temperatures at night are falling to minus 4 or 6 degrees, and they will reach minus 20 by the middle of winter.”, Remaining warm is one of the biggest challenges in a country where electricity and fuel are in short supply. “The millions of displaced people face uncertainty, they face fear and now, on top of that, they are facing severe cold,” Mr O’Sullivan said. “But they are not facing this alone – we are on the ground delivering aid.”, Displaced people, Concern has joined with German non-government organisation Welthungerhilfe and Italian humanitarian organisation Cesvi to operate the Joint Emergency Response in Ukraine (JERU)., Originally operating in western Ukraine, Concern is also now working from Poltava and Kirovohrad in the centre of the country to get supplies to communities in the east and south of Ukraine which are accommodating huge numbers of displaced people., Concern is providing cash payments to vulnerable families to enable them to buy what they need, supplying food to transit centres working with displaced people, and food and hygiene supplies to communities hosting large numbers of people fleeing the conflict., Concern will support some of the 4,000 special winter centres announced by the government this month to provide heat, warmth, food and charging points in areas where the electricity supply has been impacted, Mr O’Sullivan said. “We are also currently exploring the practicalities of providing generators to provide electricity to these centres,” he added., Concern is currently completing a multi-sector needs assessment across eight regions in the east and centre of Ukraine. The results of this assessment would inform the direction of Concern’s response into 2023, Mr O’Sullivan said., For media queries or to organise an interview with Ros O’Sullivan, contact Eamon Timmins, Media Relations Manager, Concern Worldwide, at eamon.timmins@concern.net or 087 9880524",https://reliefweb.int/report/ukraine/concern-ramps-aid-response-ukraine-stark-winter-looms
Korean Government to Join “Grain from Ukraine” Initiative,News and Press Release,Govt. Rep. Korea,"Contributions
Food and Nutrition",29 Nov 2022,"1. The Korean government has decided to join the “Grain from Ukraine” initiative under which Ukrainian grain will be provided to countries with acute food insecurity., - The “Grain from Ukraine” initiative involves a humanitarian aid program that provides part of the Ukrainian grain that is exported through the Black Sea Grain Initiative to countries facing food insecurity; and the President of Ukraine introduced the initiative in his speech at the G20 Summit on November 15, calling for participation of the international community., 2. The Korean government will provide USD 3 million, through the UN World Food Programme, in humanitarian assistance to countries facing severe food crises under the “Grain from Ukraine” initiative., - This financial contribution will help feed people in countries suffering from serious food insecurity, including Sudan and Yemen., 3. The Korean government’s support for the “Grain from Ukraine” initiative is regarded as a meaningful contribution as a global pivotal state to the efforts of the international community to help relieve the global food crises.",https://reliefweb.int/report/ukraine/korean-government-join-grain-ukraine-initiative
"United States, International Community Stands With Ukraine's Farmers to Meet Grain Storage Deficit",News and Press Release,USAID,Agriculture,28 Nov 2022,"Joint Press Release.
For Immediate Release, As of November 2022, the coordinated action of Ukrainian farmers, supporting countries, and charitable organizations are fulfilling Ukraine’s urgent need for grain storage resulting from the impacts of the Russian Federation’s unprovoked war, including the previous blockade of Ukraine’s Black Sea ports. This supplemental storage provided by the international community bolsters Ukraine’s economy by enabling farmers to store crops – including corn, wheat, and sunflower seed which are critical to food security in the country and globally – until they are sold for export, processing, or domestic use., While Ukrainian farmers continued to harvest throughout this year, they have been unable to safely store their harvests. The Russian Federation’s months-long blockage of Black Sea ports caused a massive accumulation and backlog of Ukrainian grain from last year. In addition, an estimated 15 percent of storage has been damaged, destroyed, or has become inaccessible because of the damage to Ukraine’s civilian infrastructure. While the UN-brokered Black Sea Grain Initiative has opened up some of Ukraine’s Black Sea ports and, along with the EU Solidarity Lanes, has been critical to releasing significant amounts of Ukrainian grain to the global market and stabilizing global food prices, overall exports have been cut in half relative to prior years. As a result, Ukraine’s Ministry of Agrarian Policy and Food requested support for 15 million metric tons (MMT) of supplemental storage., The United Nations Food and Agriculture Organization, with financial donations from Canada, Japan, and the Minderoo Foundation, is covering 6.2 MMT of the storage needs. USAID’s Agriculture Resilience Initiative - Ukraine (AGRI-Ukraine) covers 1.7 MMT. The Howard G. Buffett Foundation is providing 0.676 MMT. This combined funding supports the purchase of storage bags, storage structures, and filling equipment, much of which should be reusable for future harvests. Ukrainian farmers are covering the costs for the remaining 6.424 MMT., As Putin continues to manipulate the global food supply, allies and partners have united to support Ukrainian farmers as they continue to feed the world. These unified efforts are a testament to what can be accomplished when donors and the people of Ukraine unite to address surging food needs around the world., This announcement builds on the Agency’s broader effort to support Ukraine’s agriculture sector, the bedrock of its economy, through AGRI-Ukraine., AGRI-Ukraine will provide 8,000 storage sleeves, 29 grain loading machines, and support the establishment of 69 modular grain storage facilities. AGRI-Ukraine is working with 13 Ukrainian companies that will use these items to provide storage services to micro-, small-, and medium-sized grain-producers in Ukraine with a focus on corn and sunflower seed. This effort will directly enable more than 2,000 farmers to preserve their harvest until they can sell it for export or domestic use and earn much-needed revenue, create jobs for Ukrainian workers, and ease the global food security crisis exacerbated by Putin’s brutal war against Ukraine., Ukraine’s agriculture sector remains acutely vulnerable in the immediate and the long term. The costs of planting, irrigating, fertilizing, harvesting, and transporting crops have all risen substantially, draining farmers’ primary source of income and jeopardizing their ability and willingness to plant for future seasons., Launched in July, AGRI-Ukraine is designed to bolster Ukrainian agricultural production and exports and to help alleviate the global food security crisis. USAID contributed $100 million and seeks to leverage an additional $150 million from fellow donors, the private sector, and foundations, with an overall investment target of $250 million., For more information on AGRI-Ukraine, visit: www.usaid.gov/ukraine/agriculture-resilience-initiative-agri-ukraine.",https://reliefweb.int/report/ukraine/united-states-international-community-stands-ukraines-farmers-meet-grain-storage-deficit
Energy Security Support to Ukraine,News and Press Release,US DOS,"Contributions
Recovery and Reconstruction",29 Nov 2022,"FACT SHEET.
OFFICE OF THE SPOKESPERSON, In the midst of Russia’s continued brutal attacks against Ukraine’s energy infrastructure, Secretary of State Blinken announced today during a meeting of the G7+ on the margins of the NATO Ministerial in Bucharest that the United States government is providing over $53 million to support acquisition of critical electricity grid equipment. This equipment will be rapidly delivered to Ukraine on an emergency basis to help Ukrainians persevere through the winter. This supply package will include distribution transformers, circuit breakers, surge arresters, disconnectors, vehicles and other key equipment., This new assistance is in addition to $55 million in emergency energy sector support for generators and other equipment to help restore emergency power and heat to local municipalities impacted by Russia’s attacks on Ukraine’s power system. We will continue to identify additional support with allies and partners, and we are also helping to devise long-term solutions for grid restoration and repair, along with our assistance for Ukraine’s effort to advance the energy transition and build an energy system decoupled from Russian energy., Since Russia’s further invasion on February 24, working together with Congress, the Administration has provided nearly $32 billion in assistance to Ukraine, including $145 million to help repair, maintain, and strengthen Ukraine’s power sector in the face of continued attacks. We also have provided assistance in areas such as EU integration and regional electricity trade, natural gas sector support to maximize resource development, support for nuclear safety and security, and humanitarian relief efforts to help Ukrainians to overcome the impacts of energy shortages., Since 2014, the United States has provided over $160 million in technical support to strengthen Ukraine’s energy security, including to strengthen EU interconnectivity, increase energy supply diversification, and promote investments in energy efficiency, renewable energy, and clean energy technologies and innovation. Much of this support has helped prepare Ukraine for its eventual interconnection with Europe’s ENTSO-E electricity grid, including the island mode test in February 2022 that not only demonstrated Ukraine’s progress in meeting the EU’s technical requirements, but also proved to be critical considering Russia’s subsequent military activity aimed at disrupting power supplies and distribution in Ukraine., Specific examples of U.S. energy security support this year include:, USAID, Based on consultations with Ukrenergo, relevant municipalities, and the Ministries of Energy, Regions, and Infrastructure in Ukraine, USAID is responding to nearly $80 million of high priority energy sector procurement needs, focused on the areas of emergency power generation, electric system repair, natural gas, and heating., Procured and delivered approximately $23 million of items to support Ukraine’s energy sector. This support includes back-up generators; first aid and body armor equipment for utility workers; mobile boiler houses; and miles of piping and associated equipment for heating networks., Currently finalizing procurement of $10.6 million of electrical equipment for the restoration of high-voltage substations as well as heavy equipment for power system repairs in five municipalities., Approximately $46 million of additional procurements underway with expected delivery dates in 2023. These procurements are focused on provision of mobile boiler houses and related equipment as well as additional repair materials for the electric power system. We expect this assistance to provide heating for 7 million civilians in 19 oblasts, beginning later this winter., Provided modeling, analytical, and methodological technical assistance to Ukrenergo that helped ensure:, Retuning of Ukraine’s generation fleet in order to fulfill Ukraine’s requirement from the ENTSO-E catalog of measures. Improved the flexibility and resilience of the gas transmission system by:, In cooperation with the Energy Community Secretariat, USAID engaged energy regulator (NEURC) to reconsider emergency measures to suspend the competitive electricity market trading., Provided analytical and technical support to the Rada Subcommittee on Energy that resulted in:, In support of USAID Administrator Power’s commitment of $55 million to support winter preparation, USAID analyzed winter heating supply and demand and prepared a plan to assist local municipalities with emergency heat systems, including mobile heating units, heating tents, and pipelines and advanced procurement of these systems in close cooperation with the municipal governments. Of that, the following has been delivered:, Prepared emergency modeling for electricity and gas sectors:, Department of Energy (DOE), With the increased attacks on Ukraine’s electricity grid and energy infrastructure in October, DOE worked with the Ukrainian Ministry of Energy and DOE national laboratories to collate, vet, and help prioritize lists of emergency electricity equipment for grid repair and stabilization., Engaged at the CEO level U.S. private sector and public utilities and equipment manufacturers to identify $35 million of available electricity grid equipment in the United States compatible with the Ukrainian system for emergency delivery. Identified $17.5 million to support purchase and transportation of this equipment., With support from Congress, initiated work on full integration of Ukraine with ENTSO-E to support resumption of Ukrainian energy exports to other European countries in the region, including funding for energy infrastructure analysis, collection of satellite data and analysis for system mapping, and work on cyber security., Initiated work on a new dynamic model of interdependent gas and power systems of Europe and Ukraine to advance identification and mitigation of critical vulnerabilities., Delivered emergency diesel fuel and other critical materials needed for safe operation of Ukrainian nuclear power plants, as well as initiated the purchase of three truck-mounted emergency diesel backup generators to be delivered to improve plant safety in the event of the loss of offsite power., U.S. Department of State, Building on eight years of technical engagement, the State Department continued to provide technical support to Naftogaz and UkrGasVydobuvannya to advance corporate governance reform, increase domestic gas production, provide strategic planning, and assess critical sub-surface and above-ground technical issues that impact the company’s core business functions., The State Department is developing new programs focused on emissions abatement, decarbonization, and diversification to support Ukraine’s ambitious clean energy and climate goals and address the impacts of reduced supplies of natural gas from Russia., The State Department led a decades-long U.S. government engagement to develop and expand natural gas reverse flow (west-to-east) routes to enhance European and Ukrainian energy security. Ukraine is now able to import natural gas from Europe, eliminating the need for Ukraine to purchase natural gas from Gazprom.",https://reliefweb.int/report/ukraine/energy-security-support-ukraine
Ukraine: 2022 Flash Appeal Funding Snapshot - 28 November 2022,Infographic,OCHA,Contributions,28 Nov 2022,,https://reliefweb.int/report/ukraine/ukraine-2022-flash-appeal-funding-snapshot-28-november-2022
Ukraine: 2022 Flash Appeal: Estimated Number of People Reached As of 24 November 2022,Infographic,OCHA,"Contributions
Education
Food and Nutrition
Health
Mine Action
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",28 Nov 2022,,https://reliefweb.int/report/ukraine/ukraine-2022-flash-appeal-estimated-number-people-reached-24-november-2022
Ukraine: 5W Operational Presence As of 24 November 2022,Map,OCHA,Coordination,29 Nov 2022,,https://reliefweb.int/map/ukraine/ukraine-5w-operational-presence-24-november-2022
"Between Life and Death: After Fleeing Mariupol, a Doctor Continues His Mission",News and Press Release,IOM,"Health
Protection and Human Rights",28 Nov 2022,"Lviv, 28 November 2022 – “When the war started, we didn’t have time to evacuate Mariupol before it was already under full siege. We understood the risks we were taking if we tried to leave the city, so we decided to wait,” explains Ihor, a doctor with 30 years of experience., Ihor and his wife Svitlana spent three weeks in the city, surrounded by Russian troops. Mariupol became notorious for Russia’s brutal war against Ukraine. According to human rights activists, the war crimes committed in Mariupol by Russian forces are among some of the most serious in history., Humanitarian organizations do not have access to the occupied city of Mariupol and have not been able to verify the number of civilian casualties., Before the war, Ihor and his wife worked in the clinic at the Azovstal steel production company. When the war started, many residents, employees of the enterprise, and defenders of Mariupol hid from the shelling in the factory’s bomb shelter., “We had minimum supplies. There was nothing there: no electricity, gas, water, or heating. Soon after, Russian troops started shelling the city from all sides with different types of weapons,” Ihor recalls. “We lived on the left bank where the most severe fighting took place, aimed at gaining control of the steel production company.”, Many residential buildings were damaged in Mariupol during the attacks, but Ihor and his wife succeeded in crossing the only bridge still under the control of the Ukrainian military forces and took shelter in a relative’s house in the city centre., The couple soon managed to escape the besieged city with the first evacuation convoy headed towards the city of Zaporizhzhia in southeastern Ukraine. They spent two days on the road and passed through 15 Russian military checkpoints. When they reached their destination, Ihor and his wife decided to head to Lviv to reunite with their daughter and grandchildren., The war forced them into displacement, but it did not change their calling: to help others and save lives. In this unfamiliar environment, hardly knowing anyone in Lviv, they had to start from scratch and look for an opportunity to make themselves useful., Soon after, they started volunteering while they searched for a job. Finally, after several months, Ukraine’s employment centre offered them jobs as ultrasound specialists. They are now working in mobile clinics operating out of Lviv region, with support from local Sheptytskyi Hospital and the International Organization for Migration (IOM)., The opportunity to continue practicing his medical profession has helped Ihor keep faith that all their problems will soon be behind them. He is always glad to be able to assist local community members where mobile clinics provide on-site care, and many of those who go to the mobile clinic for their appointment prefer to get an ultrasound conducted by Ihor., According to an IOM survey, every third displaced person in Ukraine has limited access to health care and medicine. Most of Ihor’s patients live in remote locations where access to health care is a luxury., “We provide medical assistance to those displaced, as well as to the local population, in various villages and small towns in the Lviv region. People are always excited when we arrive, eagerly waiting for their turn; others come to us,” Ihor explains. “We can see that our assistance is crucial because such services are not easily available.”, In Lviv region, IOM mobile clinics rolled out in April, once the local health care system was not able to cope anymore with the influx of people who needed urgent assistance. Thanks to the teams’ day-to-day work, more than 50,000 people in the region have already received assistance in IOM-run mobile clinics., Ihor says that the timely identification of pathological conditions increases the chances to refer patients for appropriate care, contributing to a faster recovery. For this reason, he takes great care of his ultrasound machine. He knows that lives may depend on it., Written by Tetiana Astakhova, Communications Specialist with IOM Ukraine,tastakhova@iom.int",https://reliefweb.int/report/ukraine/between-life-and-death-after-fleeing-mariupol-doctor-continues-his-mission
Solidarity needed: Belgium sends support to rebuild schools and hospitals in Ukraine,News and Press Release,UNICEF,"Contributions
Education
Health
Recovery and Reconstruction
Water Sanitation Hygiene",24 Nov 2022,"Brussels – 24 November 2022 | As the war in Ukraine enters a new phase and winter approaches, Belgium will provide the Ukrainian people with additional funds to rebuild schools, hospitals and other key infrastructure and make them winter-proof. This was announced by the Minister for Development Cooperation, Frank Vandenbroucke., Since the start of the war against Ukraine, the Russian army has caused more than 120 billion euros worth of damage. Countless homes, hospitals and schools are in ruins. One in five Ukrainians have had no access to healthcare or medication since February. Almost half of all Ukrainian children are missing lessons at school. Recent coordinated attacks on power supplies are causing massive power cuts, leaving millions of people in the cold. All this while winter temperatures in Ukraine can drop to as low as -25°C, for weeks at a time., Minister for Development Cooperation Frank Vandenbroucke stresses how great the need is: ""The destruction in Ukraine is incalculable and the Russian army's targeting of energy and healthcare facilities is making daily life almost impossible for many people. With winter approaching, the first thing we must do now is ensure that people’s basic needs are met: a roof over their heads, access to medicine, hospitals that can stay open, clean drinking water, food, and protection from the bitter cold. Children must be able to continue to go to school, safely. As Hans Kluge, regional director for Europe at the World Health Organization said earlier this week, 'this will be a question of survival'. Solidarity with the people of Ukraine is the only answer."", ""Children in Ukraine continue to suffer the devastating impact of war, including from explosive weapons, unexploded ordnance and remnants of war, and the inability to access schooling online or in-person – many schools have been severely damaged or destroyed and, due to disabled civilian electricity infrastructure, online lessons are unable to function. Moreover, as winter is now upon us, the lack of electricity means that many children are struggling just to keep warm,"" added Murat Sahin, UNICEF representative in Ukraine., Belgium will, therefore, immediately step up its efforts with a number of new initiatives., In cooperation with UNICEF, the UN organization responsible for protecting children worldwide, Belgium is providing support to school-going children and young people so that they can continue their lessons in a safe environment. Nine million euro will go towards, among other things, restoring sanitary facilities in school buildings and constructing bomb shelters. UNICEF will also help parents with feeding their newborn babies and young children., Through the International Organization for Migration (IOM), ten million euro will be spent fixing hospitals, schools, and damaged water infrastructure. A dozen hospitals, all in regions bordering the front lines or newly liberated by the Ukrainian army (Kyiv, Kharkiv and Sumy), will be able to repair the damage they suffered from the bombing and fighting. This will enable them to reopen their doors to patients to provide urgent care. Another priority is to repair water pipes, sanitation, and heating systems, especially in schools., This solidarity comes on top of initiatives already underway since the start of the war. Together with the Ukrainian Humanitarian Fund, the Norwegian Refugee Council (NRC) and the International Red Cross Committee, among others, Belgium has been providing support to the population in Ukraine, and school children in particular. The NRC, for example, ensures that education can continue in the heavily affected south of the country. With Belgian support - two million euro - the organization provides teaching materials and psychosocial counselling for the children, their families, and teachers. In an already ongoing project with IOM, nearly 6,000 households in and around Kyiv are receiving help to repair, renovate and insulate their homes against the winter cold. The Belgian contribution here amounts to three million euro., ""We expect the Russian army to do everything in its power to break the resistance of the Ukrainian citizens in the coming months. Their attacks on care and energy facilities are clearly geared towards that. This package confirms our support for the people of Ukraine. For many Ukrainian families, this will hopefully provide some hope, in what will nevertheless be very dark days,"" Minister Vandenbroucke said., Finally, Belgium is joining the Ukrainian government’s ""Grain from Ukraine"" initiative, which will send grain shipments to countries with high and immediate needs. The Belgian contribution amounts to ten million euro. This will sponsor shipments to countries such as Sudan and Yemen - countries where millions of people live with acute hunger or do not know where their next meal is coming from. The United States has also already announced its support for the project, donating twenty million dollar., The additional aid now going to Ukraine amounts to twenty-nine million euro. Since the start of the war in February 2022, Belgian development cooperation has delivered a total of 61.5 million euro in aid., Media contacts, Damian Rance, Chief Advocacy and Communications, UNICEF Ukraine, Email: drance@unicef.org",https://reliefweb.int/report/ukraine/solidarity-needed-belgium-sends-support-rebuild-schools-and-hospitals-ukraine
"Highlights of the noon briefing by Stéphane Dujarric​, Spokesman for Secretary-General António Guterres Monday, 28 November 2022 - Ukraine",News and Press Release,UN DGC,"Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",28 Nov 2022,"(excerpt), UKRAINE, Turning to Ukraine. The Humanitarian Coordinator, Denise Brown, travelled over the weekend to Kherson and Mykolaiv, in the south of the country, to see the humanitarian situation in these two cities, meet authorities and monitor the response provided by aid organizations., Since the start of the war and until recently, Mykolaiv had been shelled almost daily, leaving some 250,000 people who remained in the city completely cut off from water supply and other essential services. Local authorities tell us that now, with the front lines moving further from the city, they are finally able to start to repair the water system., The situation, however, is still critical and the city continues to receive people fleeing Kherson in recent days, which has been a trend since the start of the Russian invasion of Ukraine., Ms. Brown says that, to help the people of Mykolaiv and those arriving from other places, humanitarian organizations, with the support of our donors, are coming together and making every effort to support the authorities to prepare the city for the winter. Some heating points have already been established in Mykolaiv to help people who cannot heat their homes. Aid workers are providing supplies and generators to make these places functional., In Kherson, Denise Brown saw how the supplies provided by the UN and our partners since the Government retook control of the city have made a difference in the lives of people. We expect that, with support of the authorities, we will be able to cover the basic needs of people who have stayed in the city, if we are able to sustain the same level of aid sent over the past two weeks., The situation with water, heating and electricity, however, remains dire, although the electricity supply is gradually being restored., We continue to be concerned about the plight of civilians in Ukraine especially as winter sets in. We are working to support people with services and supplies to make sure they can be protected and keep warm during these harsh months., Donors’ financial support to the Ukraine humanitarian response has been extraordinary – we thank them for that – with $3.1 billion received of the $4.3 billion Flash Appeal in 2022. In order to maintain the momentum of the response and continuity of operations to support people across Ukraine over these cold winter months, continued funding is obviously critical.",https://reliefweb.int/report/ukraine/highlights-noon-briefing-stephane-dujarric-spokesman-secretary-general-antonio-guterres-monday-28-november-2022-ukraine
WHO supports Ukrainian health-care system as winter approaches,News and Press Release,WHO,Health,28 Nov 2022,"With half of Ukraine’s energy infrastructure either damaged or destroyed, and continuing attacks on health care, millions of lives remain under threat. WHO Regional Director for Europe, Dr Hans Henri P. Kluge’s fourth visit to the country this year underlined WHO’s ongoing commitment to provide essential support to Ukraine in the short and long-term., Joint winterization efforts, WHO will continue to contribute to the integration of life-saving humanitarian interventions with the ongoing health reform agenda, as was stated during the meeting with the Minister of Health of Ukraine, Viktor Liashko, and his team., “We express our strong solidarity and admiration for efforts by the Ministry of Health to ensure health system resilience,” underlined Dr Kluge. WHO and the Ministry of Health will expand collective efforts to prepare health facilities for winter, so that essential health services remain functioning, regardless of energy shortages, and Ukrainians have access to critical and routine medical care., In his meeting with the Prime Minister of Ukraine, Denys Shmyhal, Dr Kluge also emphasized continuing WHO support to Ukraine’s health system in the lead up to winter. With millions facing the prospect of winter without heating and fuel, this assistance is essential, as the delegation saw when visiting Mechnikov Hospital in Dnipro, not far from the front line. The hospital was just hours away from losing all energy, but the donation of a generator from WHO helped to avert devastating consequences for patients on life support., “As attacks on power and heating infrastructure continue, so will our support to health facilities, because everyone has a right to health and well-being. Health care must never be a target,” said Dr Jarno Habicht, WHO Representative in Ukraine., Dr Kluge’s visit also included a meeting with the United Nations Resident and Humanitarian Coordinator in Ukraine, Denise Brown. Dr Kluge expressed gratitude for the strong leadership of the United Nations country team and support for WHO operations. Discussions focused on joint efforts to prepare for winter and address challenges posed by the energy crisis., Mental health in wartime, Ukraine is facing a large-scale mental health crisis, with a quarter of the population at risk of developing a mental health condition as a result of the war. In response to this potential threat, a national mental health and psychosocial support programme has been launched. At a meeting with the First Lady of Ukraine, Olena Zelenska, Dr Kluge welcomed this initiative and highlighted that much has been done in the last few months by the Government of Ukraine and the Ministry of Health to strengthen the response to mental health challenges. Next steps for cooperation with WHO were discussed, such as coordinating the intersectoral response on mental health, building accessible and evidence-based mental health services, raising awareness on mental health among Ukrainian people, and sharing self-help practices and digital tools for stress management., People with severe mental health conditions are among the most vulnerable during the war. Dr Kluge and Dr Habicht also visited a psychiatric hospital in Dnipro and handed over a vehicle to community mental health teams. This will make it easier to reach those in need of mental health care in places where they reside or elsewhere. More cars from WHO will be delivered to Dnipro in the coming weeks, so mental health support can reach communities directly., Dr Habicht emphasized: “Mobile mental health teams are vital when millions of people in Ukraine are at risk from developing mental disorders as a consequence of the war. The delivery of these cars is one more step towards strengthening mental health services nationwide in coordination with the Ministry of Health of Ukraine”., In addition to meetings with officials, Dr Kluge also had a chance to discuss the situation with volunteers who work in areas regained by the Government of Ukraine and along the contact line. They reported massive destruction of primary health care services as well as critical shortages of medicines and medical supplies. Dr Kluge expressed his commitment to mobilize life-saving medicines and equipment to leave no one behind. Volunteers, in their turn, agreed to join forces to boost rehabilitation and psychosocial support in regained areas, where it is urgently needed., Reflecting on his fourth visit to Ukraine this year, Dr Kluge concluded: “This week I have witnessed first-hand the incredible work that my colleagues from WHO Ukraine, the wider UN family, and our dedicated partners are doing across the spectrum of health care. With winter intensifying and many facilities damaged or destroyed, the situation is dire. But we are here to stay and support”.",https://reliefweb.int/report/ukraine/who-supports-ukrainian-health-care-system-winter-approaches
Work to restore Kyiv neighbourhoods ramps up with “safety first” training [EN/UK],News and Press Release,UNDP,Recovery and Reconstruction,28 Nov 2022,"UNDP with support from the Government of Japan trained recovery teams and local authorities on handling explosive ordnance and hazardous waste while removing debris, Kyiv, 28 November 2022 --- The Japan-UNDP project ""Emergency Explosive Ordnance (EO) Clearance and Debris Removal"" entered a new phase this week to ramp up recovery efforts in the Kyiv region and remove debris from the damaged buildings and unstable structures. Local authorities are eager to recover and rebuild, to prepare neighbourhoods for the safe return of their residents and to provide safe access for recovery and rebuilding efforts., The project, supported by a generous financial contribution from the Government of Japan, takes a comprehensive approach to recovery, starting with a series of inception workshops for local recovery and debris removal teams on workplace safety, handling explosive ordnance and managing the proper disposal of hazardous waste such as asbestos., According to the Kyiv Regional Administration, 46 (about 200 settlements) out of 69 communities in the oblast of Kyiv suffered irreparable damage to their buildings, which now must be safely demolished and removed. In Kyiv Oblast alone, there are more than 200 settlements that have suffered damaged frpm the war. A UNDP damage assessment estimated that there are at least 5 million tonnes of debris in just 40 settlements out of these 200 communities in Kyiv Oblast. Five million tonnes of debris has enough recyclable material to build a 1,400 km road from Kyiv to Berlin., Reconstruction can not begin until debris from damaged builds is removed -- and removed safely. Doing so involves risks and dangers that come with handling mines, explosives, or materials with asbestos contamination. To help minimize the risks, UNDP has organized awareness training on such hazards, which has already been taken by 110 debris removal workers., During the opening of the training session, UNDP Deputy Resident Representative in Ukraine Christophoros Politis said the work to restore Ukraine's buildings and infrastructure is important, but that the principle of ""safety first"" is paramount. ""Building awareness of and the capacity to manage debris and ordnance safely should become a common thread of all projects aimed at supporting Ukraine,"" he said. ""And we are grateful to the Government of Japan for being such a valuable partner in this comprehensive endeavour."", Mykhailo Koval, Deputy Head of the Gostomel village administration, a сommunity near Kyiv that was hit particularly hard in the early days of the invasion, expressed his gratitude for the support of UNDP and the Government of Japan. ""With the beginning of the full-scale invasion, almost 40 percent of Gostomel suffered destruction of varying complexity,"" he said. ""It is almost impossible to dismantle the debris and clean the territory by ourselves -- we are enormously grateful to have such powerful professional support."", Naoto Kanatsu, Second Secretary of the Embassy of Japan in Ukraine expressed his deep respect for all those who are engaged in such life-threatening activities as clearing mines, unexploded ordnance and debris. ""The safety of the Ukrainian people and the future of Ukraine depend on each and every one of you working in the field,"" he said. ""The Government of Japan will continue to provide support for and stand by the people of Ukraine who are facing hardship, in collaboration with the international community, including all G7 members."", Following the completion of the training, debris removal work will commence in Makariv and Hostmel and subsequently in Bucha and Irpin., Under the Emergency Explosive Ordnance and Debris Removal project, UNDP is supporting Ukraine's State Emergency Service with the procurement of mine action equipment to support national responders, as well as debris removal services to safely transport ERW-contaminated debris out of conflict-destroyed areas of Bucha, Irpin, Hostomel (Moschun inclusive) & Makariv (all in Kyiv region), and beyond. On completion of the project, when mines and debris have been removed from Kyiv Oblast, UNDP will help the Government of Ukraine provide a safe return for more than a million people who have been displaced from their homes., Media contact: Yuliia Samus, UNDP Ukraine Head of Communications, Yuliia.Samus@undp.org",https://reliefweb.int/report/ukraine/work-restore-kyiv-neighbourhoods-ramps-safety-first-training-enuk
Ukraine: Civilian casualties as of 24:00 27 November 2022 [EN/RU/UK],News and Press Release,OHCHR,"Mine Action
Protection and Human Rights",28 Nov 2022,"Date: 28 November 2022, From 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 27 November 2022, the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 17,023 civilian casualties in the country: 6,655 killed and 10,368 injured. This included:, a total of 6,655 killed (2,601 men, 1,783 women, 173 girls, and 209 boys, as well as 37 children and 1,852 adults whose sex is yet unknown), a total of 10,368 injured (2,245 men, 1,604 women, 215 girls, and 304 boys, as well as 250 children and 5,750 adults whose sex is yet unknown)
o In Donetsk and Luhansk regions: 9,352 casualties (3,962 killed and 5,390 injured)
 On Government-controlled territory: 7,350 casualties (3,502 killed and 3,848 injured)
 On territory controlled by Russian armed forces and affiliated armed groups: 2,002 casualties (460 killed and 1,542 injured)
o In other regions of Ukraine (the city of Kyiv, and Cherkasy, Chernihiv, IvanoFrankivsk, Kharkiv, Kherson, Kirovohrad, Kyiv, Mykolaiv, Odesa, Sumy, Zaporizhzhia, Dnipropetrovsk, Khmelnytskyi, Poltava, Rivne, Ternopil, Vinnytsia, Volyn, and Zhytomyr regions), which were under Government control when casualties occurred: 7,671 casualties (2,693 killed and 4,978 injured), Most of the civilian casualties recorded were caused by the use of explosive weapons with wide area effects, including shelling from heavy artillery, multiple launch rocket systems, missiles and air strikes., OHCHR believes that the actual figures are considerably higher, as the receipt of information from some locations where intense hostilities have been going on has been delayed and many reports are still pending corroboration. This concerns, for example, Mariupol (Donetsk region), Izium (Kharkiv region), Lysychansk, Popasna, and Sievierodonetsk (Luhansk region), where there are allegations of numerous civilian casualties., Civilian casualties from 1 to 27 November 2022 (individual cases verified by OHCHR), From 1 to 27 November 2022, OHCHR recorded 636 civilian casualties:, This included:, Per type of weapon/incident:",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-27-november-2022-enruuk
