title,type,source,theme,date,body,link
Extra Dutch support for Ukrainian war effort and reconstruction,News and Press Release,Govt. Netherlands,"Contributions
Mine Action
Recovery and Reconstruction",22 Aug 2022,"The Netherlands will provide additional support to Ukraine for the country’s war effort and reconstruction. Minister for Foreign Trade and Development Cooperation Liesje Schreinemacher and Minister of Defence Kajsa Ollongren made that pledge on Monday during their joint visit to Kyiv., In the Kyiv suburb of Irpin, Ms Schreinemacher and Ms Ollongren saw the devastation caused by Russia’s aggression. In Kyiv they met with several members of the Ukrainian government, and stressed that the Dutch government would continue to support Ukraine by all possible means. This will not be limited to resources needed to pursue the war effort. The ministers also asked the Ukrainian authorities what they need to help the Ukrainian people and rebuild the country., Support package to start reconstruction, Ever since the war began six months ago, the Netherlands has been providing Ukraine with humanitarian, military and financial-economic support. During the visit Ms Schreinemacher, the Dutch minister responsible for coordinating aid for Ukrainian reconstruction, announced a new support package., She will for example release €65 million for aid and investment in Ukraine. This will include cofinancing Dutch companies’ efforts to rebuild infrastructure such as bridges, dikes and hospitals in areas affected by the war. The funds will also be used to enable Ukrainian SMEs to invest in their businesses., Additional money (€10 million) will be earmarked to clear landmines and other explosive remnants of war., Minister Schreinemacher: ‘Demining is vital. Only once the explosives are dismantled can people return safely to their homes or farms and begin work on recovery.', In addition, the minister is making €1 million available to support initial design plans for rebuilding three cities: Kherson, Odesa and Mykolaiv. The Association of Netherlands Municipalities will help involve a broad, diverse group of stakeholders in the development and implementation of these plans, including young people, women and refugees., Another €2.5 million will go to the European Bank for Reconstruction and Development (EBRD) to share knowledge with bodies such as the National Bank of Ukraine concerning macroeconomic reforms, good governance and the rule of law. Ms Schreinemacher will also give €2 million to the United Nations Population Fund for psychosocial support to victims of sexual and gender-based violence., In Kyiv, Ms Schreinemacher met with Ukraine’s Deputy Prime Minister and Minister of Economic Development and Trade, Yulia Svyrydenko. She also met with the Governor of the National Bank of Ukraine , Kyrylo Shevchenko., Defence, Ms Ollongren spoke with Ukraine’s Minister of Defence, Oleksii Reznikov, and Minister for Veterans Affairs Yuliia Laputina. Since the start of the war the Netherlands has given Ukraine materiel, arms, ammunition and equipment with a book value of over €210 million. During her various meetings, Ms Ollongren promised to continue providing this kind of support to Ukraine., On Saturday, 90 Dutch military personnel left for the UK, where they will give Ukrainian troops basic military training. ‘Training the Ukrainian armed forces is of crucial importance,’ said Ms Ollongren. ‘We will continue to help with this in the future.’, The Netherlands has supplied equipment to the Ukrainian mine clearance service, and together with a partner country is now exploring opportunities to provide the agency with knowledge and training., Russian war crimes must not go unpunished. A forensic team from the Dutch Ministry of Defence was deployed in May to gather evidence. Ms Ollongren aims to deploy the team again this autumn, and she supports the plan for a rotation system involving various countries, coordinated by the International Criminal Court (ICC). She has also offered to share knowledge and experience with Ukraine on care services for veterans., According to Ms Ollongren, it is also time to start thinking about new instruments for the next phase of support. Speaking with her Ukrainian counterpart, the minister discussed longer-term support measures which, for example, would enable the direct purchase of equipment from the defence industry. Together, Ukraine and the UK have established a fund for this purpose. The Netherlands welcomes this initiative and is currently looking into making a contribution., Minister Ollongren: ‘Ukraine is not alone in this struggle. The Netherlands will continue supporting Ukraine so that Russia’s aggression can be brought to a halt and peace can return.’",https://reliefweb.int/report/ukraine/extra-dutch-support-ukrainian-war-effort-and-reconstruction
Ministry of Education and UNICEF launch Back to Learning Together Initiative to support children in the new school year [EN/UK],News and Press Release,UNICEF,"Education
Protection and Human Rights
Shelter and Non-Food Items",22 Aug 2022,"KYIV, 22 August 2022 - A joint initiative between the Ministry of Education and Science of Ukraine and UNICEF, with the support of the First Lady, was launched to promote the education of children within the restrictions and challenges imposed by the war., Back to Learning Together aims to protect the right of every child to pursue an education, even during times of the conflict. The programme uses three means of providing learning opportunities to children – in the classroom where it is deemed safe, remotely through online methods, and interacting with other children at community level. The first phase will support the 2022/2023 academic year, which resumes on 1 September., “A return to learning next month will provide children in Ukraine not just with the chance to continue their studies, it will also provide a vital sense of normalcy during these turbulent times,” said UNICEF Representative Murat Sahin. “Whatever learning method a parent chooses, their child’s physical and mental wellbeing will be supported within a nurturing environment.”, Back to Learning Together has three main components:, UNICEF has been working on a nationwide campaign in support of the Ministry of Education and Science to provide 1,000 hub schools throughout the country with education supplies for more than 450,000 children. Schools will also receive shelter kits that include blankets, torches, first aid kits and hygiene kits., To support online learning, UNICEF with partners will provide materials to assist educators in remote learning. This will be complimented by webinars and online tools for psychosocial support for teachers, children, and parents. More than 5,000 laptops were provided to teachers in affected regions over the summer to facilitate further online learning., Safety instructions, lessons and working materials on explosive ordinance, recommendations on mental health and wellbeing, as well as materials on nutrition, hygiene, immunization for teachers and caregivers can be downloaded at https://osvitanow.org/., UNICEF is also engaging with communities to promote socialization and learning. Volunteers are being mobilized initially in 200 communities, reaching 60,000 children. Three-thousand youth volunteers are being trained to support children in life skills and socio-emotional learning opportunities., The campaign will be implemented in close cooperation with partners such as the Osvitoria, Teach for Ukraine, Culture platform of Zakarpattia, Institute of Creative Innovations,the Portal for Continuous Learning, the volunteer association SpivDiya, charity fund “Club Dobrodiyiv” and others., Media contacts
Nina Sorokopud
Chief of Communication
UNICEF in Ukraine
Email: nsorokopud@unicef.org",https://reliefweb.int/report/ukraine/ministry-education-and-unicef-launch-back-learning-together-initiative-support-children-new-school-year-enuk
Ukraine: Wide-scale armed conflict inflicts emotional pain on families of missing loved ones,News and Press Release,ICRC,"Health
Protection and Human Rights",22 Aug 2022,"Geneva (ICRC) - The depth of emotional anguish that the international armed conflict is inflicting on communities is evident in the voices of families desperate for news of their loved ones., Since end of February, the International Committee of the Red Cross (ICRC) has received more than 27,000 calls and emails from people looking for news of their loved ones who have been affected by the international armed conflict in Ukraine., The ICRC has provided nearly 3,000 families affected by the conflict with news on the fate or whereabouts of their loved ones. The information provided to each of those families brings a profound sense of relief. But the fact is that many more families are waiting for news, particularly families of prisoners of war, who feel frustrated, hopeless, and angry as the days and months go by without any information., ""Over the last six months, the international armed conflict raging in Ukraine has caused a huge number of civilian deaths and injuries, massive population displacement, immense physical and mental suffering, and horrific damage to civilian infrastructure. It's also taken an extreme emotional toll on victims of conflict and families of soldiers,"" said Robert Mardini, the ICRC's director-general. ""Families are anxious and desperate for news. We hear it in their voices and read it in their words. Conflict makes it clearer than ever that families belong together. We're determined and will continue to work as hard as we can to reconnect separated relatives."", The consequences of a missing family member can be devastating, and families have a right to know what happened to their loved ones., Under the Third Geneva Convention, the states mandate the ICRC to visit prisoners of war in international armed conflicts, no matter where they are held. The ICRC continues to call on all relevant authorities to facilitate visits by the ICRC to prisoners of war, a stipulation all parties have agreed to under the Geneva Conventions., The last six months have taken a huge toll. If frontlines continue to shift, more civilians will be subjected to the horrors of conflict, with lives needlessly lost and families torn apart. The Red Cross Red Crescent Movement is working to alleviate the suffering of victims of conflict, including by providing unconditional cash grants to 625,000 people., Some of the other work that the ICRC, the Ukrainian Red Cross and other Red Cross and Red Crescent Movement partners, including the IFRC, have carried out since February includes:, For additional information about the assistance provided by the International Red Cross and Red Crescent Movement to communities affected by the international armed conflict, please see here., For further information, please contact:, Fatima Sator (English, French), ICRC Geneva, fsator@icrc.org, Tel.: +41 79 848 49 08
Jason Straziuso (English, French), ICRC Geneva,+ 41 79 949 3512
Caitlin Kelly (English), ICRC Geneva, ckelly@icrc.org, +41 79 327 55 68
Achille Balthazar DESPRES (English, French, Italian), ICRC Kyiv, adespres@icrc.org, Tel.: +380 50 324 31 80
Oleksandr Vlasenko (English, Ukrainian), ICRC Kyiv, ovlasenko@icrc.org, +38 0503 484 743
Galina Balzamova (Russian, English), ICRC Moscow, gbalzamova@icrc.org, +7 903 545 35 34",https://reliefweb.int/report/ukraine/ukraine-wide-scale-armed-conflict-inflicts-emotional-pain-families-missing-loved-ones
"The Ukrainian Red Cross, with the support of Samsung Electronics Ukraine company, supplies family homes, shelters for IDPs, and medical facilities with household appliances [EN/UK]",News and Press Release,Ukrainian Red Cross Society,"Contributions
Food and Nutrition
Shelter and Non-Food Items
Water Sanitation Hygiene",21 Aug 2022,"The Volyn regional organization of the Ukrainian Red Cross Society handed over a washing machine to a family-type house that was evacuated from the Luhansk region from the war zone to the Lutsk district. The volunteers also provided the residents of the house with hygiene products, bed linen, food and children’s toys., Similar assistance is provided in various regions of Ukraine. In Ternopil, representatives of the Ukrainian Red Cross handed over a washing machine to the family-type orphanage of Vasyl and Svitlana Malyshevyh, where 9 children are raised. Also, a washing machine was delivered to a family-type children’s home in the village of Kirovohrad region, Petrov., Another 13 washing machines were transferred to Chernivtsi institutions: to a secondary school and a professional college of business and food technology, where IDPs were temporarily placed, to a regional hospital for war veterans, an emergency medical care hospital, and a regional children’s clinical hospital., We thank our partner – Samsung Electronics Ukraine Company for the provided household appliances.This assistance is good support in everyday life for family-type children’s homes, shelters for IDPs and medical institutions.",https://reliefweb.int/report/ukraine/ukrainian-red-cross-support-samsung-electronics-ukraine-company-supplies-family-homes-shelters-idps-and-medical-facilities-household-appliances-enuk
The Vyshgorod district organization of the Ukrainian Red Cross provided humanitarian assistance to people who found shelter in Vyshgorod,News and Press Release,Ukrainian Red Cross Society,"Education
Food and Nutrition
Water Sanitation Hygiene",20 Aug 2022,"Volunteers of the Ukrainian Red Cross delivered food kits and personal hygiene products to the “Vyshegrad” residential complex., Families from Kharkiv, Mariupol, Bakhmut, Lysychansk, Mykolaiv, Donetsk, Kramatorsk and other cities who were forced to leave their homes because of the war have found refuge here., Backpacks with toys and school supplies were also handed over to the children.",https://reliefweb.int/report/ukraine/vyshgorod-district-organization-ukrainian-red-cross-provided-humanitarian-assistance-people-who-found-shelter-vyshgorod
"Since the beginning of the war, Dnipropetrovska oblast has become a refuge for more than 252,000 people [EN/UK]",News and Press Release,Ukrainian Red Cross Society,"Food and Nutrition
Protection and Human Rights
Shelter and Non-Food Items",22 Aug 2022,"Since the beginning of the war, Dnipropetrovska oblast has become a refuge for more than 252,000 people. For comparison, approximately the same number of people live in Sumy or Zhytomyr., Most of the internally displaced persons arrive by evacuation trains literally from under shelling. People are confused, exhausted, need special attention and help. Reginal Disaster Response Team of the Ukrainian Red Cross of are on duty at train stations where they meet people, provide them with food and take them to temporary shelters., A significant part of the IDPs remains in the region for a long period, therefore much attention is paid to humanitarian aid. From February 24, 2022, people received more than 480 tons of the most necessary items from the Ukrainian Red Cross., The Dnipropetrovsk regional organization of the Ukrainian Red Cross Society is constantly increasing its capacity to provide assistance to the population of the region so that everyone who has been forced to leave their home can survive this difficult time as comfortably as possible.",https://reliefweb.int/report/ukraine/beginning-war-dnipropetrovska-oblast-has-become-refuge-more-252000-people-enuk
"Every day since the beginning of the war, employees and volunteers of the Druzhkiv city organization of the Ukrainian Red Cross Society make every effort to be close to and help people in this difficult time [EN/UK]",News and Press Release,Ukrainian Red Cross Society,"Food and Nutrition
Health
Shelter and Non-Food Items
Water Sanitation Hygiene",18 Aug 2022,"Many people, for various reasons, did not leave the city and continue to live, run farms, work and help others. Yesterday, during another rocket attack, about 10 private houses were damaged in the city of Druzhkivka., Volunteers and employees of the Druzhki city organization of the Ukrainian Red Cross went to the scene and provided humanitarian aid to the affected families. People were provided with food, bedding, hygiene products, including diapers for those who care for relatives with limited mobility., In addition, qualified volunteers provided psychological first aid to anyone who was in a state of acute stress and needed help.",https://reliefweb.int/report/ukraine/every-day-beginning-war-employees-and-volunteers-druzhkiv-city-organization-ukrainian-red-cross-society-make-every-effort-be-close-and-help-people-difficult-time-enuk
Volunteers of the regional disaster response team of the Ukrainian Red Cross continue to work in a powerful mode in the east of the country [EN/UK],News and Press Release,Ukrainian Red Cross Society,"Food and Nutrition
Health",22 Aug 2022,"Volunteers delivered food and hygiene kits, means for covering the destruction, and medicines to the villages of the Sviatohirska Metropolitan Military Administration. In addition, in cooperation with Médecins Sans Frontièress and the Ministry of Health of Ukraine, the evacuation of people from settlements subject to regular shelling continues., Another 15 people, who, due to their health, found it difficult to evacuate on their own, are currently in relatively safe places in Ukraine.",https://reliefweb.int/report/ukraine/volunteers-regional-disaster-response-team-ukrainian-red-cross-continue-work-powerful-mode-east-country-enuk
Note to Correspondents: Secretary-General appoints members of Fact-finding Mission regarding Incident at Olenivka on 29 July 2022,News and Press Release,UN SG,Protection and Human Rights,22 Aug 2022,"On 3 August 2022, the Secretary-General announced his decision to launch a Fact-Finding Mission regarding the 29 July 2022 Incident at Olenivka, Ukraine, following requests from the Governments of Ukraine and the Russian Federation. The Mission will endeavor to ascertain the facts of the incident and report to the Secretary-General upon completion of its work., The Secretary-General has appointed Lieutenant General (Retired) Carlos Alberto dos Santos Cruz of Brazil to lead the Fact-Finding Mission, whose other members are Ingibjörg Sólrún Gísladóttir of Iceland and Issoufou Yacouba of Niger., General dos Santos Cruz has over 45 years of national and international military and civilian experience. In 2017, he led a United Nations high-level review on addressing violence against UN peacekeepers. General dos Santos Cruz served as Force Commander of the United Nations Organization Stabilization Mission in the Democratic Republic of the Congo (MONUSCO) from 2013 to 2015, and of the United Nations Stabilization Mission in Haiti (MINUSTAH) from 2007 until 2009. He has held numerous leadership positions in Brazil., Ms. Ingibjörg Sólrún Gísladóttir brings to the Fact-Finding Mission over 40 years of experience in international and national public service. Most recently, she served as Deputy Special Representative of the Secretary-General for Iraq from 2021 to 2022. Prior to that, Ms. Gísladóttir carried out various high-level assignments with the Organization for Security and Cooperation in Europe (OSCE) and UNWOMEN. She was Iceland’s Foreign Affairs Minister from 2007 to 2009. She also served as a member of Parliament for seven years and as Mayor of Reykjavík for nine years., Mr. Issoufou Yacouba brings several decades of experience in national and international police service. Most recently, Mr. Yacouba was Police Commissioner at the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) from 2016 to 2021. Prior to that he also served with the United Nations Operation in Burundi (ONUB)as Deputy Police Commissioner and served in his country’s police force, including as Inspector General. Mr. Yacouba also served as regional governor.",https://reliefweb.int/report/ukraine/note-correspondents-secretary-general-appoints-members-fact-finding-mission-regarding-incident-olenivka-29-july-2022
Six Months of Armed Conflict in Ukraine - The Response of the Red Cross Red Crescent Movement,Other,ICRC,"Health
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",22 Aug 2022,"The last six months have taken a huge toll on those suffering from the effects of the armed conflict between Russia and Ukraine. The Red Cross Red Crescent Movement is marking the moment with a 47-page report called “Six Months of Armed Conflict in Ukraine.”, The last six months have taken a huge toll on those suffering from the effects of the armed conflict between Russia and Ukraine. The Red Cross Red Crescent Movement is marking the moment with a 47-page report called ""Six Months of Armed Conflict in Ukraine."", The reports captures the work carried out by 48 Red Cross Red Crescent National Societies and more than 100,000 volunteers. We have managed to reach millions of people, providing health and care services; mental and psychosocial support; cash and voucher assistance; water and sanitation; voluntary evacuations from conflict-affected areas, restoring family links, among many others.",https://reliefweb.int/report/ukraine/six-months-armed-conflict-ukraine-response-red-cross-red-crescent-movement
"Ukraine Multipurpose Cash, Completed and ongoing activities only as of 22 August 2022 [EN/UK]",Interactive,OCHA,Coordination,22 Aug 2022,,https://reliefweb.int/report/ukraine/ukraine-multipurpose-cash-completed-and-ongoing-activities-only-22-august-2022-enuk
Ministry of Agrarian Policy and Food of Ukraine to strengthen agriculture sector with UNDP support [EN/UK],News and Press Release,UNDP,Agriculture,22 Aug 2022,"UNDP and the Ministry of Agrarian Policy and Food of Ukraine will cooperate to strengthen Ukraine’s agriculture sector in carbon farming development, promotion of access to green financing, digitalization of agriculture, and export potential, Kyiv, 22 August 2022 – The United Nations Development Programme (UNDP) in Ukraine has signed a memorandum of understanding (MoU) with the Ministry of Agrarian Policy and Food of Ukraine to cooperate on increasing the competitiveness of Ukraine’s agriculture sector., The cooperation will involve the development and promotion of digital tools, improving access to green financing for Ukrainian agriculture producers, and promoting environmental, social and governance (ESG) principles of management., UNDP interim Resident Representative in Ukraine Manal Fouani pointed out that this strategic collaboration with the Ministry of Agrarian Policy was only the latest of UNDP’s efforts to further strengthen Ukraine’s agriculture recovery in an inclusive, equal, and smart manner., “It is impressive that the ministry is keen to continuously enhance Ukraine’s agricultural sector, even in wartime, through a ground-breaking partnership with UNDP,” Fouani said., “This partnership will bring better access to green financing and digital tools, low-carbon technologies and carbon markets. Our joint efforts will contribute to the green recovery pathways in Ukraine, while ensuring the role of agriculture in the Nationally Determined Contribution of Ukraine to the Paris Agreement. Most importantly, our partnership will help Ukraine retain its position as one of the key agriculture suppliers worldwide.”, Deputy Minister of Agrarian Policy and Food of Ukraine for digital development, digital transformations and digitalization Denis Bashlyk said the expanded partnership with UNDP would help the agriculture sector recover from the impacts of war., “Before the war we were one of the biggest exporters of wheat, corn and oil,” said Bashlyk. “After Russia launched full-scale war, the world understood that without Ukraine, the world’s food security is threatened. Many countries ended up in difficult conditions, in some countries we can see high inflation rates, and what is worse, millions of people have ended up on the brink of starvation.”, The deputy minister emphasized that currently the Ministry of Agrarian Policy and Food of Ukraine prioritizes the implementation of state support programmes, the use of modern irrigation systems by agricultural producers, and the prompt resolution of logistical issues in agriculture., According to the MoU, both parties will pursue and implement climate-smart approaches, tools and technologies to support low-carbon models of agricultural development. The cooperation will aim to elaborate and introduce state programmes for pilot projects to enhance the access of agricultural producers to green financing, elaborate logistics solutions facilitating transportation of produce to other countries. The agreement also focuses on supporting organic agriculture development, and compliance with sustainability criteria in accordance with Renewable Directive (EU) 2018/2001 and Action Plan on the implementation of Association Agreement., The cooperation should contribute to more inclusive strategies for ecological recovery with innovative sources of financing, which bolster women’s economic empowerment., Media Enquiries, Yuliia Samus, UNDP Communications Team Leader, yuliia.samus@undp.org",https://reliefweb.int/report/ukraine/ministry-agrarian-policy-and-food-ukraine-strengthen-agriculture-sector-undp-support-enuk
"War in Ukraine has left nearly 1,000 children killed or injured [EN/UK]",News and Press Release,UNICEF,"Education
Health
Protection and Human Rights",22 Aug 2022,"Statement by UNICEF Executive Director Catherine Russell, NEW YORK, 22 August 2022 – “At least 972 children in Ukraine have been killed or injured by violence since the war escalated nearly six months ago, an average of over five children killed or injured each day., “And these are just the figures the UN has been able to verify. We believe the true number to be much higher., “The use of explosive weapons has caused most of the child casualties. These weapons do not discriminate between civilian and combatant, especially when used in populated areas as has been the case in Ukraine – in Mariupol, Luhansk, Kremenchuk, and Vinnytsia. The list goes on and on., “Once again, as in all wars, the reckless decisions of adults are putting children at extreme risk. There are no armed operations of this kind that do not result in children being harmed., “Meanwhile, beyond the horror of children being killed or physically hurt in attacks, almost every child in Ukraine has been exposed to deeply distressing events, and those fleeing violence are at significant risk of family separation, violence, abuse, sexual exploitation, and trafficking., “The start of the school year in just over a week’s time is a stark reminder of how much children in Ukraine have lost., “Ukraine’s education system has been devastated by the escalation of hostilities across the country. Schools have been targeted or used by parties, resulting in families not feeling safe to send their children to school. We estimate that 1 in 10 schools have been damaged or destroyed., “All children need to be in school and learning, including children caught up in emergencies. Children in Ukraine and those displaced by this war are no exception., “UNICEF continues to call for an immediate ceasefire in Ukraine and for all children to be protected from harm. This includes ending the brutal use of explosive weapons in populated areas and attacks on civilian facilities and infrastructure., “Ukraine’s children urgently need safety, stability, access to safe learning, child protection services, and psychosocial support., “But more than anything, Ukraine’s children need peace.”, Media contacts, Christopher Tidey UNICEF New York Tel: +1 917 340 3017 Email: ctidey@unicef.org, Joe English UNICEF New York Tel: +1 917 893 0692 Email: jenglish@unicef.org",https://reliefweb.int/report/ukraine/war-ukraine-has-left-nearly-1000-children-killed-or-injured-enuk
Ukraine: Civilian casualties as of 24:00 21 August 2022 [EN/RU/UK],News and Press Release,OHCHR,"Mine Action
Protection and Human Rights",22 Aug 2022,"From 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 21 August 2022, the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 13,477 civilian casualties in the country: 5,587 killed and 7,890 injured. This included:, a total of 5,587 killed (2,161 men, 1,490 women, 149 girls, and 175 boys, as well as 38 children and 1,574 adults whose sex is yet unknown), a total of 7,890 injured (1,603 men, 1,190 women, 172 girls, and 236 boys, as well as 202 children and 4,487 adults whose sex is yet unknown), o In Donetsk and Luhansk regions: 7,620 casualties (3,317 killed and 4,303 injured),  On Government-controlled territory: 6,145 casualties (3,015 killed and 3,130 injured),  On territory controlled by Russian armed forces and affiliated armed groups: 1,475 casualties (302 killed and 1,173 injured), o In other regions of Ukraine (the city of Kyiv, and Cherkasy, Chernihiv, IvanoFrankivsk, Kharkiv, Kherson, Kirovohrad, Kyiv, Mykolaiv, Odesa, Sumy, Zaporizhzhia, Dnipropetrovsk, Poltava, Rivne, Ternopil, Vinnytsia, Volyn, and Zhytomyr regions), which were under Government control when casualties occurred: 5,857 casualties (2,270 killed and 3,587 injured)",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-21-august-2022-enruuk
"Russia’s war on Ukraine (DG ECHO, UN, Ukraine government, media) (ECHO Daily Flash of 22 August 2022)",News and Press Release,ECHO,Protection and Human Rights,22 Aug 2022,,https://reliefweb.int/report/ukraine/russias-war-ukraine-dg-echo-un-ukraine-government-media-echo-daily-flash-22-august-2022
Ukraine: 2022 Flash Appeal Funding Snapshot - 22 August 2022,Infographic,OCHA,Contributions,22 Aug 2022,,https://reliefweb.int/report/ukraine/ukraine-2022-flash-appeal-funding-snapshot-22-august-2022
"Six months on in Ukraine: Brutal mental health toll must not be overlooked, warns CARE",News and Press Release,CARE,"Health
Protection and Human Rights",22 Aug 2022,"Since February 2022, CARE and partners have reached over 466,000 people affected by the crisis, across Ukraine, Poland, Romania, Georgia and Germany with protection and psychosocial support, cash assistance, food, water, sanitation & hygiene assistance, health services, support for accommodation and education., Geneva/Lviv/Warsaw, 24 August 2022. Since the escalation of war in Ukraine on 24 February, more than 10 million women and children have been negatively impacted, and with an estimated one third of Ukrainian refugees expected to develop depression, anxiety or post-traumatic stress disorders1, there is an urgent need to provide support to those suffering from ongoing war trauma now and in the months and years to come, warns CARE., “The fear and grief that wars create leave deep internal scars – scars that hurt every bit as much, if not more, than physical scars. Left unaddressed, this fear and grief can have a profound long-term, negative impact and lead to a range of serious mental health issues or even suicide,” said Isadora Quay, CARE International’s Global Gender in Emergencies Coordinator., Sarah Easter, a member of CARE’s global emergency team, travelled to Ukraine recently and heard countless stories of fear, distress, terror, heartbreak and hope. She shared, ""We cannot sit idly by and watch women and children suffer from ongoing psychological distress and its complications. Women told me about missiles going through apartments and dead bodies on the street, and also that as a consequence of the war, when searching for safe places, they found closed public facilities or not fully functional health facilities, preventing them from receiving adequate help. We urgently need to step up our assistance so that women and children can receive the mental health and psychosocial support they need to survive, heal and face the future.”, Maya, 62, from Kyiv shared her story with Ms Easter, “It sounded like rain, but there were no clouds. When I stepped out onto the balcony, a missile flew by. That’s when I decided to flee west. The evacuation train went through the active war zone. It was announced that we should turn off our phones. Then the lights went off and we continued very slowly. The train was dead quiet.”, CARE and our partners are providing support to families, women and children who have seen and experienced the horrors of war in Ukraine. “We are employing psychosocial workers through organisations in Poland, Ukraine and Romania to provide much-needed support to those impacted by the war, as well as providing relief activities for families and children and information on where to seek further help, including anonymously through hotlines. CARE’s partners have also produced a book that helps people process their feelings and learn useful coping strategies. Not everyone is comfortable speaking directly with a mental health professional, so we have designed a range of activities and approaches to suit different needs,” said Ms Quay., Tamara, a psychologist with a Ukrainian organisation supported by the Center for Women's Perspective, a CARE partner, said, “Most of my patients either live in the past or in the future. I help them to live in the present. I normally start by letting them explain their fear, maybe let them draw it. Most of my patients are stressed and in shock. I try and decrease their level of fear. I believe there will be a lot of cases of post-traumatic stress disorder.”, Tetyana, 33, who fled Luhansk with her 12-year-old daughter, said, “I came to Rivne totally broken. I needed help and someone to talk to. With a psychologist, we talked about my primary fear. We did some practical exercises to control my negative thoughts, to stop and turn it to the positive. The first time there were air sirens in Rivne, it was like something switched inside of me. I was so overwhelmed and there were too many emotions. Now I can deal with it better. I can talk about it. The sirens do not scare me as much.”, Sofia Sprechmann Sineiro, CARE International’s Secretary General said, “As mental health needs increase, psychosocial and mental health support must be made available and accessible to affected women, men and children, and treated with the same urgency as meeting physical needs. Lives and futures depend on it.”, Founded in 1945, CARE is one of the largest and oldest humanitarian aid organisations fighting global poverty. CARE has a special focus on empowering and meeting the needs of women and girls and promoting gender equality and works in 100 countries around the world. https://www.care-international.org/, Notes to the editor:, From February to June 2022, CARE and partners have reached over 466,000 people affected by the crisis, across Ukraine, Poland, Romania, Georgia and Germany with protection and psychosocial support, cash assistance, food, water, sanitation & hygiene assistance, health services, support for accommodation and education. CARE is working with 56 implementing partners., CARE and partners have reached:, · 236,000 people with food and nutrition support, · 65,000 people with health services, · 54,000 people with support for accommodation, · 49,000 people with water, sanitation and hygiene assistance, · 47,000 people with psychosocial support, education and cash assistance, · 21,000 people reached with gender-based violence prevention and protection services, · 1,500 children and youth reached with school starter kits in Germany, KEY STATISTICS, · In Ukraine, over 5.7 million school-aged children have been negatively impacted by the war and 5.2 million women have been affected. A majority of displaced people in Ukraine (64%) are female., · The UN estimates that 17.7 million people, around 40% of the population - will require lifesaving humanitarian assistance in the coming months, 9.5 million of whom are women., · From 24 February 2022 to 17 July 2022 the Office of the UN High Commissioner for Human Rights recorded 11,862 civilian casualties in Ukraine (5,110 killed and 6,752 injured), more than half of the casualties (6,687) were in eastern Donetsk and Luhanska., · Women make up for 65 percent of internally displaced people within Ukraine and are faced with a sharply increased risk of multiple forms of violence– including conflict-related sexual violence, sexual exploitation and abuse and trafficking. 3.3 million people, primarily women and girls, are in need of gender-based violence prevention and response services., · According to the International Organization for Migration (IOM), about 6.6 million people—at least 65 per cent of whom are women—are still trying to find safety in different parts of Ukraine as of July 2022., For media enquiries, please contact:, Suzy Sainovski, Senior Humanitarian Communications Coordinator – CARE International, Email: suzy.sainovski@care.org, Skype: suzy.sainovski",https://reliefweb.int/report/ukraine/six-months-ukraine-brutal-mental-health-toll-must-not-be-overlooked-warns-care
Ukraine: CCCM Cluster Organigramme (August 2022),Other,CCCM Cluster,Coordination,22 Aug 2022,,https://reliefweb.int/report/ukraine/ukraine-cccm-cluster-organigramme-august-2022
Ukraine: CCCM Cluster Organigramme (August 2022),Other,UNHCR,Coordination,22 Aug 2022,,https://reliefweb.int/report/ukraine/ukraine-cccm-cluster-organigramme-august-2022
Empowering Persons with Disabilities in Eastern Ukraine,Analysis,SeeD,Protection and Human Rights,22 Aug 2022,"EXECUTIVE SUMMARY, Ukraine has been a signatory to the Convention on the Rights of Persons with Disabilities since 2008, yet monitors and civil society consistently point to the absence of a rights-based approach to disability, ultimately preventing persons with disabilities from fully exercising their rights. The barriers obstructing persons with disabilities have been compounded in the context of the ongoing conflict in eastern Ukraine, alongside the COVID-19 pandemic, including on some the most vulnerable groups—women and older persons with disabilities. The present study aims to provide quantitative evidence of the current realities of persons with disabilities in the oblasts of Donetsk, Luhansk and Zaporizhzhia, and presents actionable recommendations by which the state, international donors and civil society can foster an enabling environment for their continued empowerment. The results and recommendations were validated in two focus group discussions with persons with disabilities and representatives from organisations working with them. In line with previous research, SCORE results showed that persons with disabilities in Donetsk, Luhansk and Zaporizhzhia oblasts experience higher levels of marginalisation based on their health status, income and education level when compared to the comparable sample of those without disability status. Persons with disabilities report lower mental wellbeing, which is exacerbated in women with disabilities., The social, civic and economic empowerment of persons with disabilities are all linked to their mental and physical wellbeing. While limitations to the economic empowerment of persons with disabilities arise due to fewer employment opportunities, the deficit in civic activity, especially pronounced in youth with disabilities, is influenced by their access to education and their social inclusion. Nevertheless, youth with disabilities are passionate and optimistic about making a change in Ukraine, indicating that if the means are made available, far-reaching benefits could be reaped from their inclusion and empowerment., Actors seeking to solidify the empowerment of persons with disabilities should focus on combating intersectional discrimination, mainstreaming access to psychosocial support that is sensitive to gender and sociodemographic characteristics, and strengthening equal and inclusive education and employment opportunities for persons with disabilities.",https://reliefweb.int/report/ukraine/empowering-persons-disabilities-eastern-ukraine
